obs_wl_air(nm)	unc_obs_wl	ritz_wl_air(nm)	intens	Aki(s^-1)	Acc	Ei(cm-1)	Ek(cm-1)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
"612.3910"	"0.0010"	"612.389+"	"5"	""		"79771.267"	"96096.25"	"5p5.(2P*<3/2>).5d"	"2[1/2]*"	"0"	"5p5.(2P*<3/2>).8f"	"2[3/2]"	"1"		""	"L4739"	
"612.6360"	"0.0010"	"612.6362+"	"15"	""		"78956.031"	"95274.415"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"1"	"5p5.(2P*<3/2>).9d"	"2[3/2]*"	"2"		""	"L4739"	
"613.1470"	"0.0010"	"613.146+"	"1"	""		"80118.962"	"96423.77"	"5p5.(2P*<3/2>).6p"	"2[1/2]"	"0"	"5p5.(2P*<3/2>).11d"	"2[3/2]*"	"1"		""	"L4739"	
"614.2130"	"0.0010"	"614.212+"	"1h"	""		"80196.629"	"96473.15"	"5p5.(2P*<3/2>).5d"	"2[7/2]*"	"4"	"5p5.(2P*<3/2>).9f"	"2[7/2]"	"4"		""	"L4739"	
"614.3700"	"0.0010"	"614.3687+"	"4"	""		"78956.031"	"95228.399"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"1"	"5p5.(2P*<3/2>).9d"	"2[1/2]*"	"1"		""	"L4739"	
"614.4970"	"0.0010"	"614.496+"	"20hw"	""		"80196.629"	"96465.63"	"5p5.(2P*<3/2>).5d"	"2[7/2]*"	"4"	"5p5.(2P*<3/2>).9f"	"2[9/2]"	"5"		""	"L4739"	
"615.2070"	"0.0002"	"615.2069+"	"20"	""		"78119.798"	"94369.995"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<3/2>).8d"	"2[5/2]*"	"3"		""	"L7292"	
"616.2160"	"0.0010"	"616.2174+"	"3"	""		"78956.031"	"95179.580"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"1"	"5p5.(2P*<3/2>).9d"	"2[1/2]*"	"0"		""	"L4739"	
"616.3661"	"0.0002"	"616.3661+"	"90"	""		"78119.798"	"94339.433"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<3/2>).8d"	"2[5/2]*"	"2"		""	"L7292"	
"616.3935"	"0.0002"	"616.3931+"	"80"	""		"77185.041"	"93403.966"	"5p5.(2P*<1/2>).6s"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).5f"	"2[5/2]"	"2"		""	"L7292"	
"617.8303"	"0.0002"	"617.8300+"	"150"	""		"77185.041"	"93366.245"	"5p5.(2P*<1/2>).6s"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).5f"	"2[3/2]"	"2"		""	"L7292"	
"617.9665"	"0.0002"	"617.9665+"	"120"	""		"77185.041"	"93362.671"	"5p5.(2P*<1/2>).6s"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).5f"	"2[3/2]"	"1"		""	"L7292"	
"618.2420"	"0.0002"	"618.2418+"	"300"	""		"78119.798"	"94290.225"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<3/2>).8d"	"2[7/2]*"	"3"		""	"L7292"	
"618.4160"	"0.0010"	"618.4167+"	"3"	""		"78119.798"	"94285.651"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<3/2>).8d"	"2[3/2]*"	"2"		""	"L4739"	
"618.9100"	"0.0010"	"618.9102+"	"20"	"1.30e+05"	B	"77269.145"	"93422.108"	"5p5.(2P*<3/2>).6p"	"2[1/2]"	"1"	"5p5.(2P*<3/2>).9s"	"2[3/2]*"	"1"		"T5818"	"L4739"	
"619.1400"	"0.0010"	"619.139+"	"4h"	""		"80322.746"	"96469.73"	"5p5.(2P*<3/2>).5d"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).9f"	"2[5/2]"	"3"		""	"L4739"	
"619.3890"	"0.0010"	"619.387+"	"1h"	""		"80322.746"	"96463.27"	"5p5.(2P*<3/2>).5d"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).9f"	"2[3/2]"	"2"		""	"L4739"	
"619.5490"	"0.0010"	"619.5494+"	"1"	""		"76196.767"	"92333.066"	"5p5.(2P*<1/2>).6s"	"2[1/2]*"	"0"	"5p5.(2P*<3/2>).8p"	"2[3/2]"	"1"		""	"L4739"	
"619.8260"	"0.0002"	"619.8256+"	"100"	"6.60e+05"	B+	"77269.145"	"93398.253"	"5p5.(2P*<3/2>).6p"	"2[1/2]"	"1"	"5p5.(2P*<3/2>).9s"	"2[3/2]*"	"2"		"T5818"	"L7292"	
"620.0892"	"0.0002"	"620.0889+"	"60"	""		"79212.465"	"95334.723"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).9d"	"2[5/2]*"	"3"		""	"L7292"	
"620.1490"	"0.0010"	"620.147+"	"3h"	""		"79986.618"	"96107.36"	"5p5.(2P*<3/2>).5d"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).8f"	"2[5/2]"	"2"		""	"L4739"	
"620.5350"	"0.0010"	"620.534+"	"6h"	""		"79986.618"	"96097.31"	"5p5.(2P*<3/2>).5d"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).8f"	"2[3/2]"	"2"		""	"L4739"	
"620.5750"	"0.0010"	"620.575+"	"4"	""		"79986.618"	"96096.25"	"5p5.(2P*<3/2>).5d"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).8f"	"2[3/2]"	"1"		""	"L4739"	
"620.6297"	"0.0002"	"620.6299+"	"20"	""		"78119.798"	"94228.004"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<3/2>).8d"	"2[1/2]*"	"1"		""	"L7292"	
"620.9110"	"0.0010"	"620.9101+"	"3"	""		"79212.465"	"95313.401"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).9d"	"2[5/2]*"	"2"		""	"L4739"	
"622.0840"	"0.0010"	"622.0844+"	"1"	""		"79212.465"	"95283.008"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).9d"	"2[7/2]*"	"3"		""	"L4739"	
"622.4168"	"0.0002"	"622.4172+"	"40"	""		"79212.465"	"95274.415"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).9d"	"2[3/2]*"	"2"		""	"L7292"	
"623.081"	"0.020"	"623.08+"	"4*"	""		"89243.258"	"105288.2"	"5p5.(2P*<3/2>).6d"	"2[5/2]*"	"2"	"5p5.(2P*<1/2>).6f"	"2[7/2]"	"3"		""	"L4103"	
"623.081"	"0.020"	"623.08+"	"4*"	""		"89243.258"	"105288.2"	"5p5.(2P*<3/2>).6d"	"2[5/2]*"	"2"	"5p5.(2P*<1/2>).6f"	"2[5/2]"	"2"		""	"L4103"	
"624.2090"	"0.0010"	"624.2055+"	"8"	""		"79212.465"	"95228.399"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).9d"	"2[1/2]*"	"1"		""	"L4739"	
"626.1212"	"0.0002"	"626.1211+"	"50"	""		"78403.061"	"94369.995"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"3"	"5p5.(2P*<3/2>).8d"	"2[5/2]*"	"3"		""	"L7292"	
"626.5302"	"0.0002"	"626.52+"	"40*"	""		"80322.746"	"[96279.6]"	"5p5.(2P*<3/2>).5d"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).12p"	"2[1/2]"	"1"		""	"L7292"	
"626.5302"	"0.0002"	"626.5301+"	"40*"	""		"76196.767"	"92153.279"	"5p5.(2P*<1/2>).6s"	"2[1/2]*"	"0"	"5p5.(2P*<3/2>).8p"	"2[1/2]"	"1"		""	"L7292"	
"626.8340"	"0.0010"	"626.834+"	"1h"	""		"80970.438"	"96919.21"	"5p5.(2P*<3/2>).5d"	"2[7/2]*"	"3"	"5p5.(2P*<3/2>).11f"	"2[9/2]"	"4"		""	"L4739"	
"627.3230"	"0.0010"	"627.3219+"	"10"	""		"78403.061"	"94339.433"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"3"	"5p5.(2P*<3/2>).8d"	"2[5/2]*"	"2"		""	"L4739"	
"627.6990"	"0.0010"	"627.699+"	"4"	""		"80118.962"	"96045.77"	"5p5.(2P*<3/2>).6p"	"2[1/2]"	"0"	"5p5.(2P*<3/2>).10d"	"2[3/2]*"	"1"		""	"L4739"	
"628.1810"	"0.0010"	"628.180+"	"5h"	""		"80196.629"	"96111.24"	"5p5.(2P*<3/2>).5d"	"2[7/2]*"	"4"	"5p5.(2P*<3/2>).8f"	"2[7/2]"	"4"		""	"L4739"	
"628.6011"	"0.0002"	"628.600+"	"100"	""		"80196.629"	"96100.60"	"5p5.(2P*<3/2>).5d"	"2[7/2]*"	"4"	"5p5.(2P*<3/2>).8f"	"2[9/2]"	"5"		""	"L7292"	
"629.2649"	"0.0002"	"629.2649+"	"50"	""		"78403.061"	"94290.225"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"3"	"5p5.(2P*<3/2>).8d"	"2[7/2]*"	"3"		""	"L7292"	
"629.4450"	"0.0010"	"629.4462+"	"15"	""		"78403.061"	"94285.651"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"3"	"5p5.(2P*<3/2>).8d"	"2[3/2]*"	"2"		""	"L4739"	
"631.4970"	"0.0010"	"631.4953+"	"15"	"3.10e+05"	B+	"78956.031"	"94787.084"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"1"	"5p5.(2P*<3/2>).10s"	"2[3/2]*"	"1"		"T5818"	"L4739"	
"631.8062"	"0.0002"	"631.8063+"	"500"	""		"78403.061"	"94226.320"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"3"	"5p5.(2P*<3/2>).8d"	"2[7/2]*"	"4"		""	"L7292"	
"632.5810"	"0.0010"	"632.5804+"	"2"	"2.1e+04"	C	"78956.031"	"94759.927"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"1"	"5p5.(2P*<3/2>).10s"	"2[3/2]*"	"2"		"T5818"	"L4739"	
"633.1500"	"0.0010"	"633.1449+"	"20"	""		"79771.267"	"95561.074"	"5p5.(2P*<3/2>).5d"	"2[1/2]*"	"0"	"5p5.(2P*<3/2>).7f"	"2[3/2]"	"1"		""	"L4739"	
"633.3970"	"0.0010"	"633.395+"	"40hl"	""		"80322.746"	"96106.31"	"5p5.(2P*<3/2>).5d"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).8f"	"2[5/2]"	"3"		""	"L4739"	
"633.7580"	"0.0010"	"633.757+"	"8hl"	""		"80322.746"	"96097.31"	"5p5.(2P*<3/2>).5d"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).8f"	"2[3/2]"	"2"		""	"L4739"	
"634.4980"	"0.0010"	"634.499+"	"2h"	""		"80970.438"	"96726.56"	"5p5.(2P*<3/2>).5d"	"2[7/2]*"	"3"	"5p5.(2P*<3/2>).10f"	"2[9/2]"	"4"		""	"L4739"	
"635.5770"	"0.0010"	"635.5750+"	"20"	""		"78956.031"	"94685.467"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"1"	"5p5.(2P*<3/2>).8d"	"2[3/2]*"	"1"		""	"L4739"	
"638.324"	"0.013"	"638.330+"	""	""		"80196.629"	"95858.18"	"5p5.(2P*<3/2>).5d"	"2[7/2]*"	"4"	"5p5.(2P*<3/2>).11p"	"2[5/2]"	"3"		""	"L11704"	
"640.705"	"0.013"	"640.70+"	""	""		"81925.514"	"97529.2"	"5p5.(2P*<3/2>).5d"	"2[5/2]*"	"2"	"5p5.(2P*<3/2>).19f"	"2[5/2]"	"2"		""	"L11704"	
"641.2380"	"0.0010"	"641.236+"	"10"	""		"79986.618"	"95577.20"	"5p5.(2P*<3/2>).5d"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).7f"	"2[5/2]"	"2"		""	"L4739"	
"641.8410"	"0.0010"	"641.8389+"	"30"	""		"79986.618"	"95562.546"	"5p5.(2P*<3/2>).5d"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).7f"	"2[3/2]"	"2"		""	"L4739"	
""	""	"641.8929+"	""	"2.3e+05"	C+	"79212.465"	"94787.084"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).10s"	"2[3/2]*"	"1"		"T5818"	""	
"641.8980"	"0.0010"	"641.8996+"	"30h"	""		"79986.618"	"95561.074"	"5p5.(2P*<3/2>).5d"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).7f"	"2[3/2]"	"1"		""	"L4739"	
"642.133"	"0.013"	"642.13+"	""	""		"81925.514"	"97494.3"	"5p5.(2P*<3/2>).5d"	"2[5/2]*"	"2"	"5p5.(2P*<3/2>).18f"	"2[5/2]"	"2"		""	"L11704"	
"643.0155"	"0.0002"	"643.0141+"	"20"	"3.00e+05"	B+	"79212.465"	"94759.927"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).10s"	"2[3/2]*"	"2"		"T5818"	"L7292"	
"643.501"	"0.013"	"643.512+"	""	""		"80322.746"	"95858.18"	"5p5.(2P*<3/2>).5d"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).11p"	"2[5/2]"	"3"		""	"L11704"	
"643.832"	"0.013"	"643.83+"	""	""		"81925.514"	"97453.2"	"5p5.(2P*<3/2>).5d"	"2[5/2]*"	"2"	"5p5.(2P*<3/2>).17f"	"2[5/2]"	"2"		""	"L11704"	
"643.890"	"0.013"	"643.91+"	""	""		"80322.746"	"[95848.6]"	"5p5.(2P*<3/2>).5d"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).11p"	"2[5/2]"	"2"		""	"L11704"	
"644.8700"	"0.0010"	"644.870+"	"2h*"	""		"80970.438"	"96473.15"	"5p5.(2P*<3/2>).5d"	"2[7/2]*"	"3"	"5p5.(2P*<3/2>).9f"	"2[7/2]"	"4"		""	"L4739"	
"644.8700"	"0.0010"	"644.870+"	"2h*"	""		"80970.438"	"96473.15"	"5p5.(2P*<3/2>).5d"	"2[7/2]*"	"3"	"5p5.(2P*<3/2>).9f"	"2[7/2]"	"3"		""	"L4739"	
"645.0480"	"0.0010"	"645.048+"	"7"	""		"78119.798"	"93618.24"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<1/2>).5d"	"2[3/2]*"	"1"		""	"L4739"	
"645.1790"	"0.0010"	"645.179+"	"10hl"	""		"80970.438"	"96465.72"	"5p5.(2P*<3/2>).5d"	"2[7/2]*"	"3"	"5p5.(2P*<3/2>).9f"	"2[9/2]"	"4"		""	"L4739"	
"645.871"	"0.013"	"645.89+"	""	""		"81925.514"	"97403.8"	"5p5.(2P*<3/2>).5d"	"2[5/2]*"	"2"	"5p5.(2P*<3/2>).16f"	"2[5/2]"	"2"		""	"L11704"	
"646.1500"	"0.0010"	"646.150+"	"3"	"1.20e+05"	C+	"80118.962"	"95590.97"	"5p5.(2P*<3/2>).6p"	"2[1/2]"	"0"	"5p5.(2P*<3/2>).11s"	"2[3/2]*"	"1"		"T5818"	"L4739"	
"646.9705"	"0.0002"	"646.9705+"	"300"	""		"77269.145"	"92721.530"	"5p5.(2P*<3/2>).6p"	"2[1/2]"	"1"	"5p5.(2P*<3/2>).7d"	"2[3/2]*"	"2"		""	"L7292"	
"647.2841"	"0.0002"	"647.2843+"	"150"	""		"77269.145"	"92714.038"	"5p5.(2P*<3/2>).6p"	"2[1/2]"	"1"	"5p5.(2P*<3/2>).7d"	"2[3/2]*"	"1"		""	"L7292"	
"648.363"	"0.013"	"648.37+"	""	""		"81925.514"	"97344.5"	"5p5.(2P*<3/2>).5d"	"2[5/2]*"	"2"	"5p5.(2P*<3/2>).15f"	"2[5/2]"	"2"		""	"L11704"	
"648.7765"	"0.0002"	"648.7765+"	"120"	"9.40e+05"	B	"77269.145"	"92678.516"	"5p5.(2P*<3/2>).6p"	"2[1/2]"	"1"	"5p5.(2P*<3/2>).7d"	"2[5/2]*"	"2"		"T5099"	"L7292"	
"649.7430"	"0.0010"	"649.740+"	"30hl"	""		"80196.629"	"95583.16"	"5p5.(2P*<3/2>).5d"	"2[7/2]*"	"4"	"5p5.(2P*<3/2>).7f"	"2[7/2]"	"4"		""	"L4739"	
"649.8717"	"0.0002"	"649.8717+"	"100"	""		"78956.031"	"94339.433"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"1"	"5p5.(2P*<3/2>).8d"	"2[5/2]*"	"2"		""	"L7292"	
"650.0370"	"0.0010"	"650.0437+"	"15*"	""		"80196.629"	"95575.960"	"5p5.(2P*<3/2>).5d"	"2[7/2]*"	"4"	"5p5.(2P*<3/2>).7f"	"2[5/2]"	"3"		""	"L4739"	
"650.0370"	"0.0010"	"650.036+"	"15*"	""		"80118.962"	"95498.48"	"5p5.(2P*<3/2>).6p"	"2[1/2]"	"0"	"5p5.(2P*<3/2>).9d"	"2[3/2]*"	"1"		""	"L4739"	
"650.4180"	"0.0010"	"650.417+"	"200h"	""		"80196.629"	"95567.14"	"5p5.(2P*<3/2>).5d"	"2[7/2]*"	"4"	"5p5.(2P*<3/2>).7f"	"2[9/2]"	"5"		""	"L4739"	
"650.438"	"0.013"	"650.4344+"	""	""		"77185.041"	"92555.135"	"5p5.(2P*<1/2>).6s"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).8p"	"2[1/2]"	"0"		""	"L11704"	
"650.7500"	"0.0010"	"650.7493+"	""	""		"67067.547"	"82430.204"	"5p5.(2P*<3/2>).6s"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).5d"	"2[5/2]*"	"3"	M1	""	"L4739"	
"652.1508"	"0.0002"	"652.1517+"	"40"	""		"78956.031"	"94285.651"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"1"	"5p5.(2P*<3/2>).8d"	"2[3/2]*"	"2"		""	"L7292"	
"653.3159"	"0.0002"	"653.3156+"	"100"	"1.03e+06"	B+	"78119.798"	"93422.108"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<3/2>).9s"	"2[3/2]*"	"1"		"T5818"	"L7292"	
"654.3360"	"0.0002"	"654.3357+"	"40"	"2.70e+05"	B+	"78119.798"	"93398.253"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"2"	"5p5.(2P*<3/2>).9s"	"2[3/2]*"	"2"		"T5818"	"L7292"	
"654.6120"	"0.0010"	"654.6134+"	"20"	""		"78956.031"	"94228.004"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"1"	"5p5.(2P*<3/2>).8d"	"2[1/2]*"	"1"		""	"L4739"	
"655.260"	"0.013"	"655.26+"	""	""		"81925.514"	"97182.4"	"5p5.(2P*<3/2>).5d"	"2[5/2]*"	"2"	"5p5.(2P*<3/2>).13f"	"2[7/2]"	"3"		""	"L11704"	
"655.299"	"0.013"	"655.30+"	""	""		"81925.514"	"97181.5"	"5p5.(2P*<3/2>).5d"	"2[5/2]*"	"2"	"5p5.(2P*<3/2>).13f"	"2[5/2]"	"2"		""	"L11704"	
"655.3660"	"0.0010"	"655.365+"	"4"	""		"80322.746"	"95577.20"	"5p5.(2P*<3/2>).5d"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).7f"	"2[5/2]"	"2"		""	"L4739"	
"655.4196"	"0.0002"	"655.4185+"	"50hl"	""		"80322.746"	"95575.960"	"5p5.(2P*<3/2>).5d"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).7f"	"2[5/2]"	"3"		""	"L7292"	
"655.862"	"0.013"	"655.859+"	""	""		"79986.618"	"95229.59"	"5p5.(2P*<3/2>).5d"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).10p"	"2[3/2]"	"2"		""	"L11704"	
"655.9970"	"0.0010"	"655.9954+"	"25"	""		"80322.746"	"95562.546"	"5p5.(2P*<3/2>).5d"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).7f"	"2[3/2]"	"2"		""	"L4739"	
"656.0650"	"0.0010"	"656.0587+"	"4h"	""		"80322.746"	"95561.074"	"5p5.(2P*<3/2>).5d"	"2[3/2]*"	"2"	"5p5.(2P*<3/2>).7f"	"2[3/2]"	"1"		""	"L4739"	
"656.839"	"0.020"	"656.86+"	"30"	""		"88708.466"	"103928.2"	"5p5.(2P*<3/2>).6d"	"2[3/2]*"	"2"	"5p5.(2P*<1/2>).5f"	"2[5/2]"	"3"		""	"L4103"	
"658.3270"	"0.0010"	"658.3245+"	"20"	""		"77185.041"	"92370.923"	"5p5.(2P*<1/2>).6s"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).8p"	"2[3/2]"	"2"		""	"L4739"	
"659.0860"	"0.0010"	"659.0871+"	"8"	""		"78956.031"	"94124.342"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"1"	"5p5.(2P*<3/2>).8d"	"2[1/2]*"	"0"		""	"L4739"	
"659.327"	"0.013"	"659.33+"	""	""		"83889.971"	"99052.8"	"5p5.(2P*<3/2>).5d"	"2[3/2]*"	"1"	"5p5.(2P*<1/2>).7p"	"2[1/2]"	"1"		""	"L11704"	
"659.5561"	"0.0002"	"659.5559+"	"100"	""		"79212.465"	"94369.995"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).8d"	"2[5/2]*"	"3"		""	"L7292"	
"659.971"	"0.013"	"659.9698+"	""	""		"77185.041"	"92333.066"	"5p5.(2P*<1/2>).6s"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).8p"	"2[3/2]"	"1"		""	"L11704"	
"660.158"	"0.013"	"660.16+"	""	""		"81925.514"	"97069.2"	"5p5.(2P*<3/2>).5d"	"2[5/2]*"	"2"	"5p5.(2P*<3/2>).12f"	"2[7/2]"	"3"		""	"L11704"	
"660.206"	"0.013"	"660.21+"	""	""		"81925.514"	"97068.1"	"5p5.(2P*<3/2>).5d"	"2[5/2]*"	"2"	"5p5.(2P*<3/2>).12f"	"2[5/2]"	"2"		""	"L11704"	
"660.2870"	"0.0010"	"660.288+"	"4h*"	""		"80970.438"	"96111.17"	"5p5.(2P*<3/2>).5d"	"2[7/2]*"	"3"	"5p5.(2P*<3/2>).8f"	"2[7/2]"	"3"		""	"L4739"	
"660.2870"	"0.0010"	"660.285+"	"4h*"	""		"80970.438"	"96111.24"	"5p5.(2P*<3/2>).5d"	"2[7/2]*"	"3"	"5p5.(2P*<3/2>).8f"	"2[7/2]"	"4"		""	"L4739"	
"660.446"	"0.013"	"660.454+"	""	""		"80970.438"	"96107.36"	"5p5.(2P*<3/2>).5d"	"2[7/2]*"	"3"	"5p5.(2P*<3/2>).8f"	"2[5/2]"	"2"		""	"L11704"	
"660.498"	"0.013"	"660.500+"	""	""		"80970.438"	"96106.31"	"5p5.(2P*<3/2>).5d"	"2[7/2]*"	"3"	"5p5.(2P*<3/2>).8f"	"2[5/2]"	"3"		""	"L11704"	
"660.7410"	"0.0010"	"660.742+"	"30h"	""		"80970.438"	"96100.75"	"5p5.(2P*<3/2>).5d"	"2[7/2]*"	"3"	"5p5.(2P*<3/2>).8f"	"2[9/2]"	"4"		""	"L4739"	
"660.8870"	"0.0010"	"660.8885+"	"10"	""		"79212.465"	"94339.433"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).8d"	"2[5/2]*"	"2"		""	"L4739"	
"662.108"	"0.013"	"662.11+"	""	""		"82430.204"	"97529.2"	"5p5.(2P*<3/2>).5d"	"2[5/2]*"	"3"	"5p5.(2P*<3/2>).19f"	"2[5/2]"	"2"		""	"L11704"	
"663.0440"	"0.0010"	"663.0454+"	"2"	""		"79212.465"	"94290.225"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).8d"	"2[7/2]*"	"3"		""	"L4739"	
"663.2464"	"0.0002"	"663.2466+"	"50"	""		"79212.465"	"94285.651"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).8d"	"2[3/2]*"	"2"		""	"L7292"	
"663.638"	"0.013"	"663.65+"	""	""		"82430.204"	"97494.3"	"5p5.(2P*<3/2>).5d"	"2[5/2]*"	"3"	"5p5.(2P*<3/2>).18f"	"2[5/2]"	"2"		""	"L11704"	
"664.8750"	"0.0010"	"664.8727+"	"3"	""		"77185.041"	"92221.362"	"5p5.(2P*<1/2>).6s"	"2[1/2]*"	"1"	"5p5.(2P*<3/2>).8p"	"2[5/2]"	"2"		""	"L4739"	
"665.467"	"0.013"	"665.46+"	""	""		"82430.204"	"97453.2"	"5p5.(2P*<3/2>).5d"	"2[5/2]*"	"3"	"5p5.(2P*<3/2>).17f"	"2[5/2]"	"2"		""	"L11704"	
"665.7920"	"0.0010"	"665.7929+"	"20"	""		"79212.465"	"94228.004"	"5p5.(2P*<3/2>).6p"	"2[3/2]"	"2"	"5p5.(2P*<3/2>).8d"	"2[1/2]*"	"1"		""	"L4739"	
"666.4850"	"0.0010"	"666.487+"	"4"	""		"80196.629"	"95196.53"	"5p5.(2P*<3/2>).5d"	"2[7/2]*"	"4"	"5p5.(2P*<3/2>).10p"	"2[5/2]"	"3"		""	"L4739"	
"666.567"	"0.013"	"666.57+"	""	""		"81925.514"	"96923.6"	"5p5.(2P*<3/2>).5d"	"2[5/2]*"	"2"	"5p5.(2P*<3/2>).11f"	"2[7/2]"	"3"		""	"L11704"	
"666.629"	"0.013"	"666.63+"	""	""		"81925.514"	"96922.2"	"5p5.(2P*<3/2>).5d"	"2[5/2]*"	"2"	"5p5.(2P*<3/2>).11f"	"2[5/2]"	"2"		""	"L11704"	
"666.6965"	"0.0002"	"666.6963+"	"60"	"1.10e+06"	B+	"78403.061"	"93398.253"	"5p5.(2P*<3/2>).6p"	"2[5/2]"	"3"	"5p5.(2P*<3/2>).9s"	"2[3/2]*"	"2"		"T5818"	"L7292"	
