obs_wl_air(nm)	unc_obs_wl	ritz_wl_air(nm)	unc_ritz_wl	intens	Aki(s^-1)	Acc	Ei(cm-1)	Ek(cm-1)	conf_i	term_i	J_i	conf_k	term_k	J_k	Type	tp_ref	line_ref	
"504.7738"	"0.0010"	"504.773854"	"0.000003"	"10"	"6.7712e+06"	AAA	"[171134.896946]"	"[190940.226355]"	"1s.2p"	"1P*"	"1"	"1s.4s"	"1S"	"0"		"T8636c73"	"L14925c72"	
""	""	"587.443387"	"0.000003"	""	"4.310e+03"	AA	"[169086.7664725]"	"[186104.9666893]"	"1s.2p"	"3P*"	"2"	"1s.3d"	"1D"	"2"		"T8636c73"	""	
""	""	"587.446025"	"0.000003"	""	"1.232e+04"	AA	"[169086.8428979]"	"[186104.9666893]"	"1s.2p"	"3P*"	"1"	"1s.3d"	"1D"	"2"		"T8636c73"	""	
""	""	"587.559870"	"0.000003"	""	"1.9641e+06"	AAA	"[169086.7664725]"	"[186101.5928903]"	"1s.2p"	"3P*"	"2"	"1s.3d"	"3D"	"1"		"T8636c73"	""	
"587.5621"	"0.0010"	"587.561396"	"0.000003"	"500*"	"1.7673e+07"	AAA	"[169086.7664725]"	"[186101.5486891]"	"1s.2p"	"3P*"	"2"	"1s.3d"	"3D"	"2"		"T8636c73"	"L366"	
"587.5621"	"0.0010"	"587.561483"	"0.000003"	"500*"	"7.0708e+07"	AAA	"[169086.7664725]"	"[186101.5461767]"	"1s.2p"	"3P*"	"2"	"1s.3d"	"3D"	"3"		"T8636c73"	"L366"	
"587.5621"	"0.0010"	"587.562509"	"0.000003"	"500*"	"2.9462e+07"	AAA	"[169086.8428979]"	"[186101.5928903]"	"1s.2p"	"3P*"	"1"	"1s.3d"	"3D"	"1"		"T8636c73"	"L366"	
"587.5621"	"0.0010"	"587.564035"	"0.000003"	"500*"	"5.3019e+07"	AAA	"[169086.8428979]"	"[186101.5486891]"	"1s.2p"	"3P*"	"1"	"1s.3d"	"3D"	"2"		"T8636c73"	"L366"	
""	""	"587.596626"	"0.000003"	"100"	"3.9282e+07"	AAA	"[169087.8308131]"	"[186101.5928903]"	"1s.2p"	"3P*"	"0"	"1s.3d"	"3D"	"1"		"T8636c73"	"L366"	
""	""	"663.190182"	"0.000003"	""	"2.3749e+01"	AAA	"[171134.896946]"	"[186209.364940]"	"1s.2p"	"1P*"	"1"	"1s.3p"	"1P*"	"1"	E2	"T7378"	""	
"667.8151"	"0.0010"	"667.815170"	"0.000003"	"100"	"6.3705e+07"	AAA	"[171134.896946]"	"[186104.9666893]"	"1s.2p"	"1P*"	"1"	"1s.3d"	"1D"	"2"		"T8636c73"	"L366"	
""	""	"667.967683"	"0.000003"	""	"1.510e+04"	AA	"[171134.896946]"	"[186101.5486891]"	"1s.2p"	"1P*"	"1"	"1s.3d"	"3D"	"2"		"T8636c73"	""	
"706.5190"	"0.0010"	"706.517714"	"0.000005"	"200*"	"1.5474e+07"	AAA	"[169086.7664725]"	"[183236.79170]"	"1s.2p"	"3P*"	"2"	"1s.3s"	"3S"	"1"		"T8636c73"	"L14925c72"	
"706.5190"	"0.0010"	"706.521530"	"0.000005"	"200*"	"9.2844e+06"	AAA	"[169086.8428979]"	"[183236.79170]"	"1s.2p"	"3P*"	"1"	"1s.3s"	"3S"	"1"		"T8636c73"	"L14925c72"	
"706.571"	"0.010"	"706.570861"	"0.000005"	"30"	"3.0948e+06"	AAA	"[169087.8308131]"	"[183236.79170]"	"1s.2p"	"3P*"	"0"	"1s.3s"	"3S"	"1"		"T8636c73"	"L366"	
""	""	"716.055563"	"0.000005"	""	"9.5686e+04"	AAA	"[183236.79170]"	"[197198.3399816]"	"1s.3s"	"3S"	"1"	"1s.10p"	"3P*"	"0"		"T8636c73"	""	
""	""	"716.055907"	"0.000005"	""	"9.5686e+04"	AAA	"[183236.79170]"	"[197198.3332683]"	"1s.3s"	"3S"	"1"	"1s.10p"	"3P*"	"1"		"T8636c73"	""	
""	""	"716.055935"	"0.000005"	""	"9.5686e+04"	AAA	"[183236.79170]"	"[197198.3327222]"	"1s.3s"	"3S"	"1"	"1s.10p"	"3P*"	"2"		"T8636c73"	""	
"728.1349"	"0.0010"	"728.135074"	"0.000004"	"50"	"1.8299e+07"	AAA	"[171134.896946]"	"[184864.82932]"	"1s.2p"	"1P*"	"1"	"1s.3s"	"1S"	"0"		"T8636c73"	"L366"	
""	""	"729.803204"	"0.000005"	""	"1.2913e+05"	AAA	"[183236.79170]"	"[196935.3414081]"	"1s.3s"	"3S"	"1"	"1s.9p"	"3P*"	"0"		"T8636c73"	""	
""	""	"729.803696"	"0.000005"	""	"1.2913e+05"	AAA	"[183236.79170]"	"[196935.3321700]"	"1s.3s"	"3S"	"1"	"1s.9p"	"3P*"	"1"		"T8636c73"	""	
""	""	"729.803736"	"0.000005"	""	"1.2913e+05"	AAA	"[183236.79170]"	"[196935.3314182]"	"1s.3s"	"3S"	"1"	"1s.9p"	"3P*"	"2"		"T8636c73"	""	
""	""	"749.984714"	"0.000005"	""	"1.7942e+05"	AAA	"[183236.79170]"	"[196566.7261046]"	"1s.3s"	"3S"	"1"	"1s.8p"	"3P*"	"0"		"T8636c73"	""	
""	""	"749.985457"	"0.000005"	""	"1.7942e+05"	AAA	"[183236.79170]"	"[196566.7128971]"	"1s.3s"	"3S"	"1"	"1s.8p"	"3P*"	"1"		"T8636c73"	""	
""	""	"749.985517"	"0.000005"	""	"1.7942e+05"	AAA	"[183236.79170]"	"[196566.7118220]"	"1s.3s"	"3S"	"1"	"1s.8p"	"3P*"	"2"		"T8636c73"	""	
""	""	"781.612468"	"0.000006"	"1*"	"2.5748e+05"	AAA	"[183236.79170]"	"[196027.3364649]"	"1s.3s"	"3S"	"1"	"1s.7p"	"3P*"	"0"		"T8636c73"	"L366"	
""	""	"781.613680"	"0.000006"	"1*"	"2.5748e+05"	AAA	"[183236.79170]"	"[196027.3166408]"	"1s.3s"	"3S"	"1"	"1s.7p"	"3P*"	"1"		"T8636c73"	"L366"	
""	""	"781.613778"	"0.000006"	"1*"	"2.5748e+05"	AAA	"[183236.79170]"	"[196027.3150267]"	"1s.3s"	"3S"	"1"	"1s.7p"	"3P*"	"2"		"T8636c73"	"L366"	
